GeneID,GeneSymbol,GeneBiotype,VH09_S40,VH06_S37,VH03_S34,VH02_S33,VH10_S41,VH11_S42,VH07_S38,VH04_S35,VH05_S36,VH12_S43,VH08_S39,VH01_S32
ENSMUSG00000025608,Podxl,protein_coding,6882,5157,7429,4991,5917,6337,8103,5741,4149,5725,7361,6010
ENSMUSG00000086732,Gm6117,lincRNA,1,0,0,0,0,0,0,1,0,1,0,0
ENSMUSG00000086804,Gm43154,lincRNA,35,6,2,29,2,26,6,8,3,7,3,18
ENSMUSG00000084973,Gm13848,lincRNA,0,0,1,5,2,2,5,2,1,1,5,0
ENSMUSG00000107010,Gm43293,lincRNA,0,0,0,0,0,0,0,0,2,0,0,0
ENSMUSG00000087379,Gm13849,lincRNA,0,0,0,0,0,0,1,1,0,0,0,0
ENSMUSG00000029766,1700012A03Rik,protein_coding,0,0,1,0,0,0,0,0,4,1,0,0
ENSMUSG00000085616,Gm13850,lincRNA,0,0,1,1,0,0,0,0,0,0,0,2
ENSMUSG00000029765,Plxna4,protein_coding,2669,3404,4117,2824,2338,2522,4695,3401,3321,2821,4945,2738
ENSMUSG00000086720,Plxna4os3,antisense_RNA,8,12,24,15,7,7,24,12,18,8,44,15
ENSMUSG00000086675,Plxna4os2,antisense_RNA,113,174,233,100,122,197,325,234,125,129,337,123
ENSMUSG00000086763,Plxna4os1,antisense_RNA,45,73,71,40,47,78,100,52,29,43,71,38
ENSMUSG00000084386,Gm13852,processed_pseudogene,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000106873,BC049739,lincRNA,1,0,0,3,1,0,1,0,0,0,1,2
ENSMUSG00000053768,Chchd3,protein_coding,1164,907,1023,853,925,893,1218,819,767,793,1005,860
ENSMUSG00000085847,Gm14540,antisense_RNA,62,22,36,36,56,33,44,34,16,50,34,38
ENSMUSG00000106676,Gm42895,TEC,41,39,43,42,45,40,40,32,7,31,30,48
ENSMUSG00000087777,Gm22321,snRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082217,Gm1401,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029763,Exoc4,protein_coding,2688,2033,2828,2040,1972,2076,3268,2321,1631,2235,2963,2250
ENSMUSG00000083728,Gm13854,processed_pseudogene,92,42,76,69,75,81,101,66,14,68,115,94
ENSMUSG00000107358,Gm43168,TEC,48,16,31,35,29,23,24,20,9,23,57,32
ENSMUSG00000107103,Gm43164,TEC,70,51,86,58,49,66,93,75,32,68,102,67
ENSMUSG00000087441,Gm13853,lincRNA,1,0,0,0,0,0,2,0,0,1,2,1
ENSMUSG00000056215,Lrguk,protein_coding,124,60,112,80,126,145,146,82,52,132,140,109
ENSMUSG00000087356,Gm13856,antisense_RNA,18,14,23,19,34,22,28,17,7,39,19,23
ENSMUSG00000018999,Slc35b4,protein_coding,1155,883,1397,1054,1029,1145,1507,1008,589,1078,1331,1005
ENSMUSG00000087613,Gm13855,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000086762,Gm14546,antisense_RNA,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000001642,Akr1b3,protein_coding,1422,1343,1498,1247,1363,1206,2109,1277,1221,1326,1522,1266
ENSMUSG00000029762,Akr1b8,protein_coding,217,97,140,275,188,134,185,134,72,303,155,288
ENSMUSG00000081991,Gm13859,unprocessed_pseudogene,0,0,1,5,1,0,1,1,0,2,1,2
ENSMUSG00000081196,Gm13858,unprocessed_pseudogene,0,0,1,1,1,2,3,1,0,2,2,0
ENSMUSG00000061758,Akr1b10,protein_coding,317,278,348,257,308,301,435,296,160,320,360,280
ENSMUSG00000052131,Akr1b7,protein_coding,5,1,0,0,2,1,3,0,0,1,3,1
ENSMUSG00000084965,Gm13857,transcribed_processed_pseudogene,0,0,0,0,2,0,0,0,0,1,0,0
ENSMUSG00000038871,Bpgm,protein_coding,1576,1128,1058,833,915,1725,2257,1293,839,977,1076,968
ENSMUSG00000085187,Gm13860,lincRNA,0,0,1,1,4,4,0,1,0,0,0,2
ENSMUSG00000029761,Cald1,protein_coding,7315,6772,8774,8200,7220,6096,10734,7422,5192,8239,9000,7265
ENSMUSG00000085382,Gm13861,lincRNA,19,14,28,24,20,33,47,21,12,22,28,27
ENSMUSG00000060411,Npn2,antisense_RNA,19,14,33,15,18,28,44,23,12,17,23,22
ENSMUSG00000086834,Gm14547,antisense_RNA,25,50,60,46,37,44,84,69,53,49,85,36
ENSMUSG00000038836,Agbl3,protein_coding,352,282,386,236,278,310,470,275,228,326,329,272
ENSMUSG00000082920,Gm13864,processed_pseudogene,9,6,7,8,11,16,20,12,3,13,14,1
ENSMUSG00000082118,Gm13862,processed_pseudogene,11,4,4,5,1,3,8,1,0,6,3,5
ENSMUSG00000082446,Gm13863,processed_pseudogene,2,5,10,3,3,6,11,5,0,3,5,4
ENSMUSG00000106707,Gm43748,TEC,4,0,3,6,2,5,4,2,0,5,1,9
ENSMUSG00000057137,Tmem140,protein_coding,538,249,349,453,407,417,413,320,190,465,342,428
ENSMUSG00000046806,3110062M04Rik,protein_coding,225,200,249,186,213,224,301,202,184,235,207,203
ENSMUSG00000058486,Wdr91,protein_coding,1290,1342,1290,1015,1089,1195,1496,1096,1228,1222,1458,1121
ENSMUSG00000029848,Stra8,protein_coding,0,0,1,0,1,2,0,0,0,1,1,0
ENSMUSG00000029847,Slc23a4,protein_coding,59,17,34,30,40,47,24,18,30,47,17,38
ENSMUSG00000038784,Cnot4,protein_coding,1528,548,1131,1110,1009,1013,1181,784,275,1181,1009,1195
ENSMUSG00000038759,Nup205,protein_coding,2509,2237,2770,2386,2145,1844,3387,2172,1564,2383,2729,2039
ENSMUSG00000087808,Gm23435,snRNA,3,1,0,0,0,0,0,1,2,4,0,1
ENSMUSG00000073155,1810058I24Rik,lincRNA,1269,435,857,837,942,1000,912,618,354,1083,758,1159
ENSMUSG00000029843,Slc13a4,protein_coding,105,16,15,32,56,65,18,17,19,68,18,58
ENSMUSG00000047420,Fam180a,protein_coding,98,20,22,39,54,25,19,9,7,39,30,48
ENSMUSG00000107341,1700065J11Rik,lincRNA,0,1,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029840,Mtpn,protein_coding,5743,1951,4329,4529,3676,4013,4663,2914,1093,4660,3820,4470
ENSMUSG00000095986,Gm23053,miRNA,1,0,1,0,1,1,2,0,0,3,5,2
ENSMUSG00000107110,Gm42931,lincRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107145,Gm43442,processed_pseudogene,2,0,0,3,0,0,1,0,0,0,1,0
ENSMUSG00000077246,Gm23273,snoRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107089,Gm43443,TEC,1,4,2,1,7,8,8,0,0,3,0,3
ENSMUSG00000073154,9330158H04Rik,lincRNA,168,67,134,72,180,263,145,83,72,102,94,83
ENSMUSG00000045613,Chrm2,protein_coding,602,147,455,291,613,754,387,281,157,314,371,311
ENSMUSG00000070075,Mir490,miRNA,23,6,17,7,29,18,12,6,6,9,13,9
ENSMUSG00000106817,Gm43441,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000106872,Gm2189,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000080336,Gm25111,miRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029838,Ptn,protein_coding,310,139,272,158,363,418,293,141,250,179,225,118
ENSMUSG00000038665,Dgki,protein_coding,122,23,53,76,94,116,55,47,39,91,44,96
ENSMUSG00000029837,1700111E14Rik,antisense_RNA,7,0,2,2,2,7,0,1,0,5,1,1
ENSMUSG00000107310,Gm7452,transcribed_processed_pseudogene,8,6,3,8,11,7,1,1,2,8,0,6
ENSMUSG00000038648,Creb3l2,protein_coding,7793,6881,8164,7298,6894,6804,8673,6719,5896,8019,8534,7866
ENSMUSG00000038641,Akr1d1,protein_coding,2,0,2,0,0,0,1,0,0,2,0,0
ENSMUSG00000106889,Gm7463,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107035,Ybx1-ps2,processed_pseudogene,4,3,5,4,2,2,0,3,0,1,0,1
ENSMUSG00000080242,Gm15487,processed_pseudogene,27,6,6,6,7,7,5,3,5,7,4,12
ENSMUSG00000106853,Gm7492,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029833,Trim24,protein_coding,3062,1779,1949,2173,2011,1855,2359,2135,1493,2675,2091,2448
ENSMUSG00000029830,Svopl,protein_coding,221,26,50,160,126,91,46,61,22,204,57,176
ENSMUSG00000038600,Atp6v0a4,protein_coding,1172,117,149,1145,887,487,138,276,95,1149,112,1108
ENSMUSG00000029829,Tmem213,protein_coding,102,14,25,129,94,42,32,38,22,130,25,135
ENSMUSG00000087924,Gm23231,snRNA,5,0,1,3,4,0,2,0,0,4,1,0
ENSMUSG00000063455,D630045J12Rik,protein_coding,784,863,1082,819,838,788,1156,935,696,814,1232,753
ENSMUSG00000107026,Gm7504,processed_pseudogene,1,2,2,6,2,1,5,6,3,6,7,1
ENSMUSG00000047749,Zc3hav1l,protein_coding,850,1176,1457,785,965,949,1644,1119,850,932,1481,649
ENSMUSG00000029826,Zc3hav1,protein_coding,4339,1419,2257,5481,3211,2795,2849,2068,1104,3841,2105,3480
ENSMUSG00000106836,Gm43578,processed_pseudogene,0,0,1,0,0,0,0,0,0,0,1,0
ENSMUSG00000057696,Rpl30-ps1,processed_pseudogene,2,3,0,2,2,3,1,1,1,3,0,1
ENSMUSG00000056832,Ttc26,protein_coding,256,136,244,195,186,206,272,160,82,228,226,198
ENSMUSG00000089905,Gm16563,processed_pseudogene,2,3,2,3,4,2,8,6,3,3,1,0
ENSMUSG00000038538,Ubn2,protein_coding,7481,3237,5155,4707,4933,5312,5695,4020,2415,6255,5433,5811
ENSMUSG00000098285,Mir7670,miRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000019689,Fmc1,protein_coding,210,191,188,130,207,175,266,149,148,164,195,172
ENSMUSG00000081670,Gm15697,unprocessed_pseudogene,8,12,15,5,8,8,9,5,5,11,9,13
ENSMUSG00000029823,Luc7l2,protein_coding,10565,3569,7136,7048,6387,7462,7630,5018,2296,8604,6762,8326
ENSMUSG00000097206,Gm26699,lincRNA,0,0,0,0,0,0,0,2,0,2,0,1
ENSMUSG00000071537,Klrg2,protein_coding,234,93,120,128,134,130,105,122,87,122,75,169
ENSMUSG00000079598,Clec2l,protein_coding,18,29,25,34,19,11,28,27,28,15,26,12
ENSMUSG00000061436,Hipk2,protein_coding,8916,4600,6667,6833,6227,6022,6700,5014,3929,7852,6407,8568
ENSMUSG00000029925,Tbxas1,protein_coding,481,262,322,495,364,432,360,232,161,432,283,461
ENSMUSG00000106737,Gm42962,antisense_RNA,13,2,12,6,5,26,9,7,2,8,19,12
ENSMUSG00000077339,Gm23010,snoRNA,2,1,1,2,1,2,4,0,6,2,0,1
ENSMUSG00000100121,1700025N23Rik,antisense_RNA,21,10,7,25,13,12,9,11,15,28,13,39
ENSMUSG00000038507,Parp12,protein_coding,2320,1113,1149,3494,2063,1407,2229,1235,979,2445,1170,2123
ENSMUSG00000073144,4930599N23Rik,antisense_RNA,97,55,39,67,76,55,64,36,59,63,45,60
ENSMUSG00000106976,Gm42963,TEC,13,4,6,13,19,8,15,12,0,12,4,11
ENSMUSG00000042599,Kdm7a,protein_coding,5892,1658,3127,3172,3047,3929,3267,2348,1162,4100,3017,4191
ENSMUSG00000107365,Gm43479,lincRNA,4,1,3,2,2,0,1,0,0,1,1,2
ENSMUSG00000089422,Gm26008,snRNA,1,0,1,2,0,0,0,0,0,0,0,1
ENSMUSG00000029924,Slc37a3,protein_coding,1983,1084,1418,1452,1434,1430,1667,1312,938,1769,1578,1665
ENSMUSG00000029923,Rab19,protein_coding,81,67,101,66,74,100,139,59,65,76,88,65
ENSMUSG00000029922,Mkrn1,protein_coding,3201,1778,1824,2035,2048,2696,3101,1913,1639,2669,1871,2367
ENSMUSG00000068601,Gm10244,antisense_RNA,4,1,7,4,5,4,4,1,0,6,7,3
ENSMUSG00000064900,Gm25402,snoRNA,3,1,1,0,3,0,3,2,0,2,0,0
ENSMUSG00000038456,Dennd2a,protein_coding,3494,3264,3319,3642,3156,2732,4060,3431,3255,3615,3646,3773
ENSMUSG00000085058,8030453O22Rik,processed_transcript,211,112,155,176,131,117,160,139,106,194,170,161
ENSMUSG00000046947,Adck2,protein_coding,544,393,484,342,389,475,479,393,354,470,471,432
ENSMUSG00000086582,Gm16272,antisense_RNA,8,2,8,5,14,3,12,5,3,3,5,10
ENSMUSG00000107071,Gm42420,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000002416,Ndufb2,protein_coding,520,267,430,353,324,392,476,307,167,382,375,394
ENSMUSG00000002413,Braf,protein_coding,4419,1582,3309,3138,2742,3062,3302,2391,1183,3431,3091,3516
ENSMUSG00000091313,Fth-ps2,processed_pseudogene,167,69,117,94,88,120,119,72,53,133,109,154
ENSMUSG00000029918,Mrps33,protein_coding,218,114,184,146,124,149,240,135,92,155,167,146
ENSMUSG00000106936,Gm7554,processed_pseudogene,1,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000106827,Gm7556,processed_pseudogene,1,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000097406,Gm26833,antisense_RNA,5,14,6,4,7,5,5,9,12,2,4,3
ENSMUSG00000057716,Tmem178b,protein_coding,59,24,33,23,43,56,39,22,16,28,32,36
ENSMUSG00000103331,Gm37995,TEC,1,0,1,2,4,3,1,4,0,0,4,2
ENSMUSG00000102623,Gm37673,TEC,2,1,8,0,3,7,1,4,0,4,7,0
ENSMUSG00000097563,Gm26638,sense_intronic,3,1,3,1,2,5,4,1,0,3,3,1
ENSMUSG00000097484,Gm26807,antisense_RNA,4,1,0,0,2,3,0,1,0,2,2,3
ENSMUSG00000102287,Gm37003,TEC,0,0,1,4,2,1,0,0,0,0,2,3
ENSMUSG00000029916,Agk,protein_coding,948,509,746,808,680,706,885,644,395,853,810,852
ENSMUSG00000037172,E330009J07Rik,protein_coding,2501,862,1347,1360,1456,1691,1383,984,791,1784,1314,1530
ENSMUSG00000037159,Wee2,protein_coding,10,3,2,0,2,2,2,2,2,2,1,7
ENSMUSG00000029911,Ssbp1,protein_coding,949,460,665,661,602,633,771,528,343,769,584,701
ENSMUSG00000052850,Tas2r137,protein_coding,7,1,2,2,5,4,2,3,1,4,2,5
ENSMUSG00000037140,Tas2r108,protein_coding,5,1,0,3,8,1,5,1,1,5,4,2
ENSMUSG00000029909,Prss37,protein_coding,6,0,1,0,4,1,0,0,2,1,2,3
ENSMUSG00000107359,Gm43295,processed_pseudogene,0,0,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000068259,Olfr461,protein_coding,9,1,8,3,1,6,6,4,4,4,1,12
ENSMUSG00000045514,Olfr460,protein_coding,2,1,0,0,3,1,2,1,3,0,0,3
ENSMUSG00000029915,Clec5a,protein_coding,575,20,49,304,256,239,43,83,12,374,36,425
ENSMUSG00000058250,Tas2r138,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000068587,Mgam,protein_coding,395,12,28,149,194,308,20,60,11,193,22,153
ENSMUSG00000102802,Mgam2-ps,transcribed_unprocessed_pseudogene,2,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029885,Moxd2,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104084,Gm38276,TEC,0,0,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000076461,Trbv1,TR_V_gene,9,2,9,3,1,1,1,1,7,2,1,4
ENSMUSG00000051936,Prss58,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029883,1700074P13Rik,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000063252,Gm4744,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000101629,Gm29588,antisense_RNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000094808,1810009J06Rik,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000096525,Gm2663,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104408,Gm38015,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104105,Gm37878,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103157,Gm38294,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029882,2210010C04Rik,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000076462,Trbv2,TR_V_gene,0,0,1,4,1,0,0,0,0,1,3,1
ENSMUSG00000076463,Trbv3,TR_V_gene,1,0,1,1,3,2,3,0,0,0,2,1
ENSMUSG00000103586,5830405F06Rik,lincRNA,0,0,2,0,0,0,0,0,0,0,0,0
ENSMUSG00000107486,Trbv4,TR_V_gene,0,0,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000076465,Trbv5,TR_V_gene,0,0,0,0,0,0,1,0,2,0,0,1
ENSMUSG00000103807,Trbv6,TR_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102622,Trbv7,TR_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103833,Gm37610,sense_overlapping,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102821,Trbv8,TR_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104198,Trbv9,TR_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000091671,Trbv10,TR_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102903,Trbv11,TR_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095574,Trbv12-1,TR_V_gene,1,0,1,0,1,0,0,0,1,0,1,0
ENSMUSG00000076467,Trbv13-1,TR_V_gene,1,1,1,0,1,0,2,0,0,0,0,0
ENSMUSG00000094525,Trbv12-2,TR_V_gene,3,2,5,3,4,7,5,0,1,1,3,2
ENSMUSG00000076469,Trbv13-2,TR_V_gene,2,0,12,3,6,2,5,4,6,2,5,0
ENSMUSG00000102327,Trbv12-3,TR_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000076470,Trbv13-3,TR_V_gene,1,0,0,1,2,0,0,0,0,0,1,1
ENSMUSG00000076471,Trbv14,TR_V_gene,1,0,0,2,1,1,1,2,0,0,0,3
ENSMUSG00000076472,Trbv15,TR_V_gene,2,1,4,0,5,2,7,3,2,2,1,3
ENSMUSG00000076473,Trbv16,TR_V_gene,1,1,1,2,5,1,4,1,1,1,3,4
ENSMUSG00000076474,Trbv17,TR_V_gene,3,1,3,2,4,1,0,1,0,0,1,0
ENSMUSG00000102409,Trbv18,TR_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000076475,Trbv19,TR_V_gene,0,2,3,2,0,0,1,1,0,1,1,0
ENSMUSG00000076476,Trbv20,TR_V_gene,0,2,3,0,0,0,2,2,0,1,2,1
ENSMUSG00000076477,Trbv21,TR_V_gene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102988,Trbv22,TR_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000076478,Trbv23,TR_V_gene,0,0,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000102955,Trbv24,TR_V_pseudogene,0,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000104473,Trbv25,TR_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000076479,Trbv26,TR_V_gene,1,2,1,0,1,1,2,1,3,0,0,0
ENSMUSG00000103042,Gm2719,processed_pseudogene,1,0,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000104254,Trbv27,TR_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104326,Trbv28,TR_V_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000076480,Trbv29,TR_V_gene,0,2,2,2,0,0,0,0,0,1,1,2
ENSMUSG00000076481,Trbv30,TR_V_gene,0,0,0,0,0,0,0,0,0,0,0,1
ENSMUSG00000054106,Try4,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103797,Gm18964,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000036938,Try5,protein_coding,0,0,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000071521,Try10,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000071519,Prss3,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000058119,Gm5771,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103397,Gm38306,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000059014,Gm5409,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000071517,Gm10334,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062751,Prss1,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102221,Gm37301,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000104513,Gm29813,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000102616,Gm37841,processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000103699,Gm38018,unprocessed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000057163,Prss2,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000095668,Trbd1,TR_D_gene,1,0,0,0,1,1,1,0,0,0,1,1
ENSMUSG00000076483,Trbj1-1,TR_J_gene,2,3,3,0,0,0,0,0,2,0,0,3
ENSMUSG00000076484,Trbj1-2,TR_J_gene,0,0,1,2,1,5,0,0,0,3,2,0
ENSMUSG00000076485,Trbj1-3,TR_J_gene,2,2,2,9,6,3,0,2,0,3,1,0
ENSMUSG00000076486,Trbj1-4,TR_J_gene,0,2,2,3,1,2,0,1,6,1,2,1
ENSMUSG00000076487,Trbj1-5,TR_J_gene,12,6,6,3,7,6,6,3,4,5,2,1
ENSMUSG00000076488,Trbj1-6,TR_J_gene,2,0,6,2,2,0,0,3,0,0,0,1
ENSMUSG00000076489,Trbj1-7,TR_J_gene,1,3,2,2,2,2,0,2,1,0,0,2
ENSMUSG00000076490,Trbc1,TR_C_gene,40,24,60,46,30,22,38,37,19,38,50,33
ENSMUSG00000094569,Trbd2,TR_D_gene,0,0,0,1,2,0,2,0,0,1,0,0
ENSMUSG00000076492,Trbj2-1,TR_J_gene,0,0,1,0,2,1,2,0,1,0,0,1
ENSMUSG00000076493,Trbj2-2,TR_J_gene,0,0,0,0,0,0,0,1,0,5,0,0
ENSMUSG00000076494,Trbj2-3,TR_J_gene,2,4,2,1,3,1,1,2,0,0,0,1
ENSMUSG00000076495,Trbj2-4,TR_J_gene,2,0,2,0,2,2,1,6,0,0,0,1
ENSMUSG00000076496,Trbj2-5,TR_J_gene,1,2,4,0,3,2,2,5,0,1,1,0
ENSMUSG00000090818,Trbj2-6,TR_J_pseudogene,0,1,6,4,1,3,0,2,3,3,4,0
ENSMUSG00000076497,Trbj2-7,TR_J_gene,0,5,3,1,6,2,2,3,7,5,1,3
ENSMUSG00000076498,Trbc2,TR_C_gene,57,50,90,49,44,37,73,45,29,44,76,58
ENSMUSG00000076499,Trbv31,TR_V_gene,4,0,5,1,0,1,2,7,6,0,2,2
ENSMUSG00000098970,Gm27549,snRNA,0,0,1,0,0,2,1,0,0,0,0,0
ENSMUSG00000029869,Ephb6,protein_coding,378,364,451,188,276,348,484,351,383,233,431,215
ENSMUSG00000029868,Trpv6,protein_coding,737,234,367,478,445,380,345,326,236,615,315,742
ENSMUSG00000036899,Trpv5,protein_coding,7,0,1,0,6,1,0,0,1,4,1,0
ENSMUSG00000029867,1700034O15Rik,protein_coding,4,1,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000029866,Kel,protein_coding,38,27,49,66,49,24,59,16,10,46,16,28
ENSMUSG00000103788,Gm37527,TEC,4,7,11,27,8,5,7,4,2,11,5,2
ENSMUSG00000045479,Olfr459,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000058499,Pip,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000014104,Sval2,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029865,Sval1,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000062833,Sval3,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000023289,Sva,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000107543,Gm34701,transcribed_processed_pseudogene,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047102,Tas2r139,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000051917,Tas2r144,protein_coding,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029864,Gstk1,protein_coding,520,377,455,392,416,384,625,388,189,471,471,490
ENSMUSG00000071506,Tmem139,protein_coding,254,114,171,192,174,180,171,187,103,215,141,164
ENSMUSG00000029863,Casp2,protein_coding,2034,1130,2006,1678,1460,1502,2154,1519,881,1745,1958,1686
ENSMUSG00000084422,Gm25108,snoRNA,9,6,7,12,5,9,17,4,1,18,12,9
ENSMUSG00000029862,Clcn1,protein_coding,52,23,34,31,54,25,19,28,28,22,33,31
ENSMUSG00000029861,Fam131b,protein_coding,41,39,66,33,41,34,57,51,58,18,64,34
ENSMUSG00000108033,Gm44284,antisense_RNA,74,125,100,61,97,139,147,102,118,92,146,62
ENSMUSG00000065206,Gm24611,snRNA,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000029860,Zyx,protein_coding,6170,4987,6452,4895,4939,6015,7484,4537,4520,5324,7059,5169
ENSMUSG00000029859,Epha1,protein_coding,2025,1239,1539,1103,1067,1612,1657,1128,1175,1141,1579,1335
ENSMUSG00000101268,2010310C07Rik,antisense_RNA,111,108,107,56,63,92,145,73,64,75,104,80
ENSMUSG00000046652,Tas2r143,protein_coding,29,9,39,21,13,24,13,17,6,19,31,9
ENSMUSG00000056203,Tas2r135,protein_coding,34,14,51,20,20,34,38,18,5,27,19,20
ENSMUSG00000048284,Tas2r126,protein_coding,19,18,15,10,8,26,24,7,17,17,12,9
ENSMUSG00000108150,Gm44470,unprocessed_pseudogene,7,8,1,2,2,13,8,5,1,7,2,7
ENSMUSG00000068574,Olfr458,protein_coding,31,7,19,20,22,17,26,19,13,15,18,22
ENSMUSG00000091983,Olfr457,protein_coding,48,16,55,38,19,35,35,33,13,29,42,27
ENSMUSG00000090631,Olfr456,protein_coding,21,17,23,10,19,11,39,16,21,17,38,16
ENSMUSG00000078177,Gm4877,processed_pseudogene,3,6,1,6,1,3,14,5,4,8,12,3
ENSMUSG00000071494,Olfr455,protein_coding,65,35,35,42,38,35,45,43,27,55,44,45
ENSMUSG00000018656,Tcaf3,protein_coding,47,17,22,24,19,21,36,29,10,33,34,36
ENSMUSG00000029851,Tcaf2,protein_coding,512,344,507,334,288,332,532,419,313,326,529,302
ENSMUSG00000036667,Tcaf1,protein_coding,2224,2091,2806,1899,1866,2067,3353,2372,1632,1963,2989,2009
ENSMUSG00000107986,Olfr454-ps1,unprocessed_pseudogene,0,0,0,0,0,0,0,1,0,0,0,0
